time,x,y,vx,vy
288.564,230.091,18.883,19.370,10.440
289.125,230.673,18.516,19.484,10.470
289.675,231.260,18.149,19.596,10.500
290.214,231.849,17.780,19.704,10.530
290.742,232.442,17.412,19.809,10.560
291.259,233.038,17.043,19.912,10.590
291.765,233.636,16.673,20.011,10.620
292.259,234.238,16.304,20.108,10.650
292.743,234.843,15.934,20.202,10.680
293.216,235.450,15.564,20.294,10.710
293.677,236.061,15.195,20.383,10.740
294.127,236.673,14.825,20.469,10.770
294.566,237.289,14.457,20.553,10.800
294.995,237.906,14.088,20.634,10.830
295.412,238.527,13.721,20.713,10.860
295.818,239.149,13.354,20.789,10.890
296.213,239.774,12.988,20.864,10.920
296.597,240.401,12.622,20.936,10.950
296.970,241.030,12.258,21.005,10.980
297.333,241.661,11.896,21.073,11.010
297.684,242.295,11.534,21.139,11.040
298.025,242.930,11.174,21.203,11.070
298.355,243.567,10.816,21.264,11.100
298.674,244.205,10.459,21.324,11.130
298.982,244.846,10.104,21.382,11.160
299.280,245.488,9.751,21.438,11.190
299.567,246.132,9.400,21.493,11.220
299.844,246.778,9.051,21.546,11.250
300.110,247.425,8.705,21.597,11.280
300.366,248.074,8.361,21.646,11.310
300.612,248.724,8.019,21.694,11.340
300.847,249.375,7.680,21.741,11.370
301.073,250.028,7.344,21.786,11.400
301.288,250.683,7.011,21.830,11.430
301.494,251.338,6.680,21.873,11.460
301.689,251.995,6.353,21.914,11.490
301.875,252.653,6.029,21.955,11.520
302.051,253.312,5.709,21.994,11.550
302.217,253.973,5.391,22.032,11.580
302.374,254.634,5.078,22.069,11.610
302.522,255.297,4.768,22.105,11.640
302.660,255.960,4.462,22.141,11.670
302.790,256.625,4.160,22.175,11.700
302.910,257.291,3.861,22.209,11.730
303.021,257.958,3.568,22.242,11.760
303.124,258.625,3.278,22.274,11.790
303.218,259.294,2.993,22.306,11.820
303.304,259.964,2.712,22.337,11.850
303.381,260.634,2.436,22.367,11.880
303.450,261.306,2.164,22.398,11.910
303.511,261.978,1.898,22.427,11.940
303.564,262.651,1.637,22.457,11.970
303.609,263.326,1.380,22.486,12.000
303.609,263.326,1.380,22.486,12.000
303.647,264.001,1.129,22.515,12.030
303.677,264.676,0.883,22.544,12.060
303.700,265.353,0.642,22.572,12.090
303.716,266.031,0.407,22.600,12.120
303.724,266.709,0.177,22.629,12.150
303.726,267.388,-0.048,22.656,12.180
303.721,268.069,-0.268,22.684,12.210
303.710,268.749,-0.483,22.711,12.240
303.693,269.431,-0.692,22.738,12.270
303.669,270.114,-0.896,22.765,12.300
303.639,270.797,-1.095,22.792,12.330
